id,class,class_area_m2,total_area_m2,prop_area,method
angle_315_dist_75,bulrush,468.38514578657436,614.8082438218615,0.7618394035755436,manual
angle_315_dist_75,hordeum,146.4230980352872,614.8082438218615,0.2381605964244565,manual
angle_337.5_dist_100,bulrush,762.6217594322871,860.1822559004431,0.8865815984938806,manual
angle_337.5_dist_100,hordeum,97.56049646815603,860.1822559004431,0.11341840150611944,manual
angle_337.5_dist_125,bulrush,1105.780201357257,1105.780201357257,1,manual
angle_337.5_dist_150,bulrush,1346.247985416181,1349.234139835136,0.9977867781945395,manual
angle_337.5_dist_150,hordeum,2.9861544189547673,1349.234139835136,0.002213221805460428,manual
angle_337.5_dist_25,island,123.39236797749842,123.39236797749842,1,manual
angle_337.5_dist_50,bulrush,187.50951433235517,368.9886212425249,0.5081715357534315,manual
angle_337.5_dist_50,hordeum,6.627751118760588,368.9886212425249,0.017961939033356723,manual
angle_337.5_dist_50,island,174.85135579140916,368.9886212425249,0.4738665252132117,manual
angle_337.5_dist_75,bulrush,582.213245851762,614.5854385714888,0.9473267821070231,manual
angle_337.5_dist_75,hordeum,32.372192719726726,614.5854385714888,0.052673217892976784,manual
angle_45_dist_100,bulrush,860.3988564476483,860.3988564476483,1,manual
angle_45_dist_125,bulrush,1037.2599720038418,1106.04418327415,0.9378106116279271,manual
angle_45_dist_125,hordeum,68.78421127030825,1106.04418327415,0.06218938837207286,manual
angle_45_dist_150,bulrush,1139.3442611505118,1350.124232708781,0.8438810544601684,manual
angle_45_dist_150,hordeum,210.77997155826915,1350.124232708781,0.15611894553983163,manual
angle_45_dist_25,island,123.45949158457415,123.45949158457415,1,manual
angle_45_dist_50,bulrush,125.20808975207682,369.1059465389258,0.33921992025905334,manual
angle_45_dist_50,island,243.89785678684902,369.1059465389258,0.6607800797409468,manual
angle_45_dist_75,bulrush,614.7512733654395,614.7512733654395,1,manual
angle_67.5_dist_100,bulrush,860.3125546671275,860.3125546671275,1,manual
angle_67.5_dist_125,bulrush,1105.9133204435607,1105.9133204435607,1,manual
angle_67.5_dist_150,bulrush,1349.279829013064,1349.279829013064,1,manual
angle_67.5_dist_25,island,123.52379487202442,123.52379487202442,1,manual
angle_67.5_dist_50,bulrush,23.471263983212506,369.12004813705425,0.06358707445361414,manual
angle_67.5_dist_50,island,345.64878415384175,369.12004813705425,0.9364129255463859,manual
angle_67.5_dist_75,bulrush,533.1673235090062,614.7174295299359,0.8673372478094697,manual
angle_67.5_dist_75,island,81.55010602092963,614.7174295299359,0.13266275219053025,manual
angle_90_dist_100,bulrush,400.3923162030339,860.2352779093858,0.46544512470599914,manual
angle_90_dist_100,hordeum,121.8490890786964,860.2352779093858,0.1416462358702889,manual
angle_90_dist_100,island,337.9938726276555,860.2352779093858,0.39290863942371196,manual
angle_90_dist_125,bulrush,1104.1387753355018,1105.8354796219046,0.9984656810912027,manual
angle_90_dist_125,hordeum,1.6967042864027075,1105.8354796219046,0.0015343189087971987,manual
angle_90_dist_150,barren,67.51845182260612,1349.2335757712046,0.050042077987878,manual
angle_90_dist_150,bulrush,1281.7151239485986,1349.2335757712046,0.949957922012122,manual
angle_90_dist_25,island,123.44538998644886,123.44538998644886,1,manual
angle_90_dist_50,island,369.0422073154065,369.0422073154065,1,manual
angle_90_dist_75,bulrush,15.935369945200463,614.6412809000632,0.025926293010884595,manual
angle_90_dist_75,island,598.7059109548627,614.6412809000632,0.9740737069891153,manual
angle_0_dist_100,barren,0.9025022800014407,792.7647715204038,0.0011384237953341151,cart
angle_0_dist_100,bulrush,703.701334018463,792.7647715204038,0.8876546477574545,cart
angle_0_dist_100,hordeum,34.461485497929935,792.7647715204038,0.04347000110996101,cart
angle_0_dist_100,island,53.69944972400952,792.7647715204038,0.06773692733725041,cart
angle_0_dist_125,barren,0.22562557000036013,1035.8915529217884,2.1780809908524782e-4,cart
angle_0_dist_125,bulrush,1013.5619543227776,1035.8915529217884,0.9784440769537807,cart
angle_0_dist_125,hordeum,2.2562557000036003,1035.8915529217884,0.0021780809908524775,cart
angle_0_dist_125,island,19.847717329006716,1035.8915529217884,0.019160033956281575,cart
angle_0_dist_150,barren,1.80500456000288,1276.5206592632612,0.0014140034059806216,cart
angle_0_dist_150,bulrush,1232.483060510591,1276.5206592632612,0.9655018519025879,cart
angle_0_dist_150,hordeum,26.22558812899191,1276.5206592632612,0.020544585736769747,cart
angle_0_dist_150,island,16.007006063675583,1276.5206592632612,0.012539558954661934,cart
angle_0_dist_25,bulrush,29.063393735671447,122.73748976056936,0.23679312484202647,cart
angle_0_dist_25,hordeum,38.37665320136096,122.73748976056936,0.3126726257496741,cart
angle_0_dist_25,island,55.297442823536954,122.73748976056936,0.45053424940829945,cart
angle_0_dist_50,bulrush,294.494390859433,369.17589046562557,0.797707538506916,cart
angle_0_dist_50,hordeum,13.918277349397236,369.17589046562557,0.03770093797794519,cart
angle_0_dist_50,island,60.76322225679539,369.17589046562557,0.164591523515139,cart
angle_0_dist_75,barren,0.22562557000036013,589.223996375597,3.829198596598509e-4,cart
angle_0_dist_75,bulrush,574.9469743698993,589.223996375597,0.9757697885803739,cart
angle_0_dist_75,hordeum,1.1535107266268412,589.223996375597,0.001957677782510988,cart
angle_0_dist_75,island,12.897885709070607,589.223996375597,0.02188961377745541,cart
angle_112.5_dist_100,barren,0.1692191775002701,860.4524425205198,1.9666302184531787e-4,cart
angle_112.5_dist_100,bulrush,798.1137897211968,860.4524425205198,0.9275513093824052,cart
angle_112.5_dist_100,hordeum,4.781569892232637,860.4524425205198,0.0055570414539425385,cart
angle_112.5_dist_100,island,57.38786372959013,860.4524425205198,0.06669498614180709,cart
angle_112.5_dist_125,barren,0.22562557000036013,1106.1000256027246,2.0398297150152814e-4,cart
angle_112.5_dist_125,bulrush,1035.6557742011391,1106.1000256027246,0.9363129465952235,cart
angle_112.5_dist_125,hordeum,5.863444500384365,1106.1000256027246,0.005301007471895968,cart
angle_112.5_dist_125,island,64.35518133120088,1106.1000256027246,0.05818206296137921,cart
angle_112.5_dist_150,barren,7.502614266436987,1351.7442243013772,0.005550320934653571,cart
angle_112.5_dist_150,bulrush,1241.8769811175523,1351.7442243013772,0.9187218697082966,cart
angle_112.5_dist_150,hordeum,13.706753377521906,1351.7442243013772,0.010140049523500628,cart
angle_112.5_dist_150,island,88.65787553986621,1351.7442243013772,0.06558775983354936,cart
angle_112.5_dist_25,bulrush,1.2527859774269994,122.8965557874214,0.010193824956282651,cart
angle_112.5_dist_25,hordeum,21.75707371513478,122.8965557874214,0.1770356669129831,cart
angle_112.5_dist_25,island,99.88669609485963,122.8965557874214,0.8127705081307343,cart
angle_112.5_dist_50,bulrush,29.303684967721846,368.0477626156283,0.07961924495741395,cart
angle_112.5_dist_50,hordeum,14.145595111172604,368.0477626156283,0.03843412879524986,cart
angle_112.5_dist_50,island,324.59848253673385,368.0477626156283,0.8819466262473362,cart
angle_112.5_dist_75,barren,0.05640639250009003,599.0336320952849,9.416231322904719e-5,cart
angle_112.5_dist_75,bulrush,490.95729187333654,599.0336320952849,0.8195821829837473,cart
angle_112.5_dist_75,hordeum,0.6813892214010877,599.0336320952849,0.0011374807438068902,cart
angle_112.5_dist_75,island,107.33854460804721,599.0336320952849,0.17918617395921682,cart
angle_135_dist_100,bulrush,841.680959160417,860.6837087297724,0.9779213323354287,cart
angle_135_dist_100,hordeum,0.8037910931262832,860.6837087297724,9.338983472947879e-4,cart
angle_135_dist_100,island,18.19895847622908,860.6837087297724,0.02114476931727655,cart
angle_135_dist_125,barren,14.158004517522624,1106.3358043233761,0.012797203581584813,cart
angle_135_dist_125,bulrush,1042.3873130820996,1106.3358043233761,0.9421979375598472,cart
angle_135_dist_125,hordeum,7.708497599062316,1106.3358043233761,0.006967592993862072,cart
angle_135_dist_125,island,42.08198912469163,1106.3358043233761,0.038037265864706016,cart
angle_135_dist_150,barren,2.9895388025047724,1351.9777467663318,0.0022112337349155108,cart
angle_135_dist_150,bulrush,1245.0475844399864,1351.9777467663318,0.9209083414411948,cart
angle_135_dist_150,hordeum,15.919012091375441,1351.9777467663318,0.011774611031468991,cart
angle_135_dist_150,island,88.0216114324652,1351.9777467663318,0.06510581379242063,cart
angle_135_dist_25,bulrush,1.6216837843775875,123.4589275206479,0.013135411241170621,cart
angle_135_dist_25,hordeum,14.161952964997628,123.4589275206479,0.11470983305463357,cart
angle_135_dist_25,island,107.67529077127269,123.4589275206479,0.8721547557041958,cart
angle_135_dist_50,bulrush,205.34747189658484,369.39305507675124,0.5559050693411614,cart
angle_135_dist_50,hordeum,1.1884826899768968,369.39305507675124,0.0032173931633066514,cart
angle_135_dist_50,island,162.8571004901895,369.39305507675124,0.440877537495532,cart
angle_135_dist_75,bulrush,603.4903011667209,615.0417662868143,0.9812184053941035,cart
angle_135_dist_75,island,11.551465120093457,615.0417662868143,0.01878159460589645,cart
angle_157.5_dist_100,barren,1.2409406350019805,860.3633204203707,0.0014423448856416392,cart
angle_157.5_dist_100,bulrush,824.4256796307133,860.3633204203707,0.9582296921118181,cart
angle_157.5_dist_100,hordeum,7.854026091712548,860.3633204203707,0.009128731903488282,cart
angle_157.5_dist_100,island,26.8426740629429,860.3633204203707,0.03119923109905204,cart
angle_157.5_dist_125,barren,13.721983103496926,1105.968598708198,0.012407208594823202,cart
angle_157.5_dist_125,bulrush,1003.0122667334844,1105.968598708198,0.9069084492136852,cart
angle_157.5_dist_125,hordeum,7.700600704112302,1105.968598708198,0.006962766133782476,cart
angle_157.5_dist_125,island,81.53374816710438,1105.968598708198,0.0737215760577091,cart
angle_157.5_dist_150,barren,7.018083354861211,1351.5648519732322,0.005192561307446759,cart
angle_157.5_dist_150,bulrush,1239.8147634077538,1351.5648519732322,0.9173179974291817,cart
angle_157.5_dist_150,hordeum,11.62817781389358,1351.5648519732322,0.008603492312571528,cart
angle_157.5_dist_150,island,93.10382739672362,1351.5648519732322,0.06888594895079998,cart
angle_157.5_dist_25,bulrush,2.0232972989782283,123.37262574012334,0.0163998884423533,cart
angle_157.5_dist_25,hordeum,5.352402584333548,123.37262574012334,0.0433840371980738,cart
angle_157.5_dist_25,island,115.99692585681156,123.37262574012334,0.9402160743595729,cart
angle_157.5_dist_50,bulrush,292.9984933303307,369.17701859347625,0.7936531218725983,cart
angle_157.5_dist_50,island,76.17852526314554,369.17701859347625,0.20634687812740168,cart
angle_157.5_dist_75,bulrush,605.7335833964496,614.772707794589,0.9852968027312631,cart
angle_157.5_dist_75,island,9.039124398139442,614.772707794589,0.014703197268736987,cart
angle_180_dist_100,bulrush,835.2681163970832,860.178871516898,0.9710400290629256,cart
angle_180_dist_100,hordeum,4.128947931006594,860.178871516898,0.004800103871099887,cart
angle_180_dist_100,island,20.781807188808212,860.178871516898,0.024159867065974498,cart
angle_180_dist_125,barren,4.850949755007748,1105.7790732293997,0.004386906817508015,cart
angle_180_dist_125,bulrush,990.117765407965,1105.7790732293997,0.8954028787290675,cart
angle_180_dist_125,hordeum,13.153406667096018,1105.7790732293997,0.01189514884621738,cart
angle_180_dist_125,island,97.65695139933115,1105.7790732293997,0.08831506560720714,cart
angle_180_dist_150,barren,0.11281278500018006,1351.3770186862093,8.34798752977575e-5,cart
angle_180_dist_150,bulrush,1280.2209186112725,1351.3770186862093,0.9473454860553172,cart
angle_180_dist_150,hordeum,8.972564854989336,1351.3770186862093,0.006639571881807154,cart
angle_180_dist_150,island,62.07072243494737,1351.3770186862093,0.0459314621875779,cart
angle_180_dist_25,bulrush,1.6803464325776811,123.19268934804812,0.013639984981822338,cart
angle_180_dist_25,hordeum,2.109599079503366,123.19268934804812,0.017124385307826635,cart
angle_180_dist_25,island,119.40274383596707,123.19268934804812,0.969235629710351,cart
angle_180_dist_50,bulrush,295.02122656538415,368.989749370376,0.7995377298930182,cart
angle_180_dist_50,island,73.96852280499182,368.989749370376,0.20046227010698178,cart
angle_180_dist_75,bulrush,608.9075711024317,614.5910792107408,0.9907523745453516,cart
angle_180_dist_75,island,5.683508108309078,614.5910792107408,0.009247625454648401,cart
angle_202.5_dist_100,barren,53.69211689298447,860.3994205115652,0.062403711128792845,cart
angle_202.5_dist_100,bulrush,759.362034009705,860.3994205115652,0.8825692067042692,cart
angle_202.5_dist_100,hordeum,16.930942772827056,860.3994205115652,0.019678003458859228,cart
angle_202.5_dist_100,island,30.414326836048613,860.3994205115652,0.03534907870807869,cart
angle_202.5_dist_125,barren,28.359441957270317,1106.0430551462944,0.02564045027480351,cart
angle_202.5_dist_125,bulrush,975.8147964617137,1106.0430551462944,0.8822575142272779,cart
angle_202.5_dist_125,hordeum,57.45103888919023,1106.0430551462944,0.05194285938678154,cart
angle_202.5_dist_125,island,44.41777783812022,1106.0430551462944,0.04015917611113716,cart
angle_202.5_dist_150,barren,0.11281278500018006,1351.6895101006626,8.346057593639142e-5,cart
angle_202.5_dist_150,bulrush,1319.2586547327357,1351.6895101006626,0.9760071709326859,cart
angle_202.5_dist_150,hordeum,0.9606008642765335,1351.6895101006626,7.10666804098373e-4,cart
angle_202.5_dist_150,island,31.35744171865011,1351.6895101006626,0.023198701687279402,cart
angle_202.5_dist_25,barren,0.05584232857508913,123.18479245309796,4.533216110775268e-4,cart
angle_202.5_dist_25,bulrush,2.9523105834547128,123.18479245309796,0.02396651830686642,cart
angle_202.5_dist_25,hordeum,6.232906371259957,123.18479245309796,0.05059801820612806,cart
angle_202.5_dist_25,island,113.9437331698082,123.18479245309796,0.924982141875928,cart
angle_202.5_dist_50,bulrush,219.33569317268316,369.10707466677604,0.5942332407762596,cart
angle_202.5_dist_50,hordeum,0.05640639250009003,369.10707466677604,1.5281850815515477e-4,cart
angle_202.5_dist_50,island,149.71497510159278,369.10707466677604,0.4056139407155852,cart
angle_202.5_dist_75,bulrush,601.0772356955667,614.7501452375886,0.9777585907901858,cart
angle_202.5_dist_75,hordeum,0.05753452035009183,614.7501452375886,9.359008825911848e-5,cart
angle_202.5_dist_75,island,13.615375021671756,614.7501452375886,0.022147819121554963,cart
angle_22.5_dist_100,barren,3.6664155125058544,860.7406791862007,0.0042596052459985025,cart
angle_22.5_dist_100,bulrush,813.327721906325,860.7406791862007,0.9449160956065153,cart
angle_22.5_dist_100,hordeum,12.36597342779476,860.7406791862007,0.014366665508926965,cart
angle_22.5_dist_100,island,31.380568339575152,860.7406791862007,0.03645763363855923,cart
angle_22.5_dist_125,barren,0.39484474750063026,1106.388262268406,3.568772021235004e-4,cart
angle_22.5_dist_125,bulrush,1073.4525696876033,1106.388262268406,0.9702313430971554,cart
angle_22.5_dist_125,hordeum,7.760955544087398,1106.388262268406,0.0070146763200246405,cart
angle_22.5_dist_125,island,24.779892289214608,1106.388262268406,0.022397103380696472,cart
angle_22.5_dist_150,barren,3.497196335005584,1352.031332839207,0.0025866237342751694,cart
angle_22.5_dist_150,bulrush,1159.4920604876208,1352.031332839207,0.8575925959147248,cart
angle_22.5_dist_150,hordeum,153.03167098059816,1352.031332839207,0.11318648263811928,cart
angle_22.5_dist_150,island,36.0104050359823,1352.031332839207,0.026634297712880676,cart
angle_22.5_dist_25,bulrush,18.96890573385531,122.66021300284395,0.15464595462112482,cart
angle_22.5_dist_25,hordeum,41.58504880676596,122.66021300284395,0.33902638670456076,cart
angle_22.5_dist_25,island,62.10625846222268,122.66021300284395,0.5063276586743144,cart
angle_22.5_dist_50,barren,0.49919657362579684,326.3527213434759,0.0015296228313059117,cart
angle_22.5_dist_50,bulrush,159.9239680801844,326.3527213434759,0.4900341183668866,cart
angle_22.5_dist_50,hordeum,46.81504951937399,326.3527213434759,0.14344923899103215,cart
angle_22.5_dist_50,island,119.11450717029166,326.3527213434759,0.3649870198107753,cart
angle_22.5_dist_75,barren,0.6362641074010157,569.735587766814,0.0011167708689130212,cart
angle_22.5_dist_75,bulrush,544.9004172129494,569.735587766814,0.9564093044438198,cart
angle_22.5_dist_75,hordeum,3.0188701266048197,569.735587766814,0.005298721356757527,cart
angle_22.5_dist_75,island,21.180036319858846,569.735587766814,0.037175203330509846,cart
angle_225_dist_100,barren,103.36640644819057,860.7418073140307,0.12008991031904026,cart
angle_225_dist_100,bulrush,526.7048431202692,860.7418073140307,0.6119196705035934,cart
angle_225_dist_100,hordeum,161.18972752788665,860.7418073140307,0.1872683842683136,cart
angle_225_dist_100,island,69.48083021768439,860.7418073140307,0.0807220349090528,cart
angle_225_dist_125,barren,270.74673555296795,1106.3876982044612,0.2447123517301923,cart
angle_225_dist_125,bulrush,447.908497181187,1106.3876982044612,0.4048386455381694,cart
angle_225_dist_125,hordeum,299.7396212980163,1106.3876982044612,0.27091734821749996,cart
angle_225_dist_125,island,87.99284417229012,1106.3876982044612,0.07953165451413848,cart
angle_225_dist_150,barren,6.961112898436121,1352.0335890949075,0.00514862423136699,cart
angle_225_dist_150,bulrush,1291.684389759061,1352.0335890949075,0.9553641271765696,cart
angle_225_dist_150,hordeum,18.84142728680511,1352.0335890949075,0.013935620711478134,cart
angle_225_dist_150,island,34.54665915060505,1352.0335890949075,0.025551627880585157,cart
angle_225_dist_25,barren,0.0033843835500054,123.14079546694651,2.748385323622371e-5,cart
angle_225_dist_25,bulrush,3.7459485259309813,123.14079546694651,0.030420044890293645,cart
angle_225_dist_25,hordeum,27.14783264636839,123.14079546694651,0.2204617287343691,cart
angle_225_dist_25,island,92.24362991109714,123.14079546694651,0.7490907425221011,cart
angle_225_dist_50,bulrush,78.51657023227438,369.45115366102294,0.21252219530031438,cart
angle_225_dist_50,hordeum,43.017207112343065,369.45115366102294,0.1164354385852372,cart
angle_225_dist_50,island,247.9173763164055,369.45115366102294,0.6710423661144485,cart
angle_225_dist_75,bulrush,500.189326133822,615.0930961039818,0.8131928797478565,cart
angle_225_dist_75,hordeum,0.28203196250045015,615.0930961039818,4.5851914821813005e-4,cart
angle_225_dist_75,island,114.62173800765933,615.0930961039818,0.18634860110392537,cart
angle_247.5_dist_100,barren,0.752461275951201,860.2364060372354,8.74714521113433e-4,cart
angle_247.5_dist_100,bulrush,241.46956158971997,860.2364060372354,0.280701397772821,cart
angle_247.5_dist_100,hordeum,111.20971532532859,860.2364060372354,0.12927808512270156,cart
angle_247.5_dist_100,island,506.8046678462356,860.2364060372354,0.5891458025833639,cart
